indicador,data,actual,forecast,diferenca,surpresa_zscore,atencao_bruta,IAN,ICE,limiar_ian_indicador,opera,direcao,tamanho_posicao
IPCA_BR,2024-03-01,0.16,0.335,-0.175,-0.8326772898141521,52.5,0.3584905660377358,0.4034539377642127,0.49528301886792453,False,,0.0
IPCA_BR,2024-04-01,0.38,0.35,0.03,0.1427446782538547,54.0,0.4150943396226415,-0.2285053601775142,0.49528301886792453,False,,0.0
IPCA_BR,2024-05-01,0.46,0.26,0.2,0.9516311883590308,48.0,0.1886792452830188,0.0425774244767414,0.49528301886792453,False,,0.0
IPCA_BR,2024-06-01,0.21,0.21,0.0,0.0,43.0,0.0,-0.1940225527745249,0.49528301886792453,False,,0.0
IPCA_BR,2024-07-01,0.38,0.2,0.18,0.8564680695231278,55.0,0.4528301886792453,-0.5420641496350844,0.49528301886792453,False,,0.0
IPCA_BR,2024-08-01,-0.02,0.16,-0.18,-0.8564680695231278,44.5,0.0566037735849056,-0.7992507924238109,0.49528301886792453,False,,0.0
IPCA_BR,2024-09-01,0.44,0.23,0.21,0.9992127477769824,50.5,0.2830188679245283,-0.421316181172322,0.49528301886792453,False,,0.0
IPCA_BR,2024-10-01,0.56,0.32,0.24,1.1419574260308374,51.0,0.3018867924528302,0.325645229617913,0.49528301886792453,False,,0.0
IPCA_BR,2024-11-01,0.39,0.3,0.09,0.428234034761564,49.0,0.2264150943396226,0.1143666171569174,0.49528301886792453,False,,0.0
IPCA_BR,2024-12-01,0.52,0.45,0.07,0.3330709159256608,57.5,0.5471698113207547,-0.0459185628742024,0.49528301886792453,False,,0.0
IPCA_BR,2025-01-01,0.16,0.42,-0.26,-1.2371205448667402,66.0,0.8679245283018868,0.3906605781978458,0.49528301886792453,True,comprar,1.2069884263603945
IPCA_BR,2025-02-01,1.31,0.431,0.879,4.182419072837941,68.5,0.9622641509433962,0.5996839801787954,0.49528301886792453,True,vender,1.5393185469645012
IPCA_BR,2025-03-01,0.56,0.32,0.24,1.1419574260308374,60.0,0.6415094339622641,-0.1102479991183648,0.49528301886792453,True,vender,0.5707843024523698
IPCA_BR,2025-04-01,0.43,0.32,0.1099999999999999,0.523397153597467,58.0,0.5660377358490566,-0.6416876407607697,0.49528301886792453,False,,0.0
IPCA_BR,2025-05-01,0.26,0.25,0.01,0.0475815594179515,44.0,0.0377358490566037,0.6504254645993802,0.49528301886792453,False,,0.0
IPCA_BR,2025-06-01,0.24,0.209,0.031,0.1475028341956498,47.5,0.1698113207547169,-0.779913474648095,0.49528301886792453,False,,0.0
IPCA_BR,2025-07-01,0.26,0.2,0.06,0.2854893565077093,48.5,0.2075471698113207,-0.4796113029596676,0.49528301886792453,False,,0.0
IPCA_BR,2025-08-01,-0.11,0.1736,-0.2836,-1.349413025093106,44.0,0.0377358490566037,-0.7874614138662533,0.49528301886792453,False,,0.0
IPCA_BR,2025-09-01,0.48,0.2115,0.2684999999999999,1.2775648703719988,51.5,0.320754716981132,-0.1504669447267484,0.49528301886792453,False,,0.0
IPCA_BR,2025-10-01,0.09,0.3,-0.21,-0.9992127477769824,47.5,0.1698113207547169,-0.149853388535232,0.49528301886792453,False,,0.0
